Numero,Nimi,Valmistaja,Pullokoko,Hinta,Litrahinta,Uutuus,Hinnastojärjestyskoodi,Tyyppi,Alatyyppi,Erityisryhmä,Oluttyyppi,Valmistusmaa,Alue,Vuosikerta,Etikettimerkintöjä,Huomautus,Rypäleet,Luonnehdinta,Pakkaustyyppi,Suljentatyyppi,Alkoholi-%,"Hapot g/l","Sokeri g/l",Kantavierrep-%,"Väri EBC","Katkerot EBU","Energia kcal/100 ml",Valikoima,EAN
932333,"Septima Malbec Organic 2021","Codorniu Argentina","0.75 l",12.99,17.19,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2021,Mendoza,,"Malbec, ","Purppuranpunainen, keskitäyteläinen, keskitanniininen, karhunvatukkahilloinen, luumuinen, kirsikkainen",pullo,"metallinen kierrekapseli",14.0,5.2,2,,,,80.0,tilausvalikoima,7798078237604
406077,"Septima Tierra Los Chacayes Malbec 2022","Bodega Septima","0.75 l",15.89,21.05,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2022,"Valle de Uco",,"Malbec, ","Tummanpunainen, täyteläinen, tanniininen, herukkainen, karhunvatukkainen, tumman kirsikkainen, mustapippurinen, tamminen",pullo,luonnonkorkki,15.0,5.3,0,,,,80.0,vakiovalikoima,7798078237130
490777,"Susana Balbo Crios Malbec 2022","Susana Balbo","0.75 l",19.48,25.84,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2022,Mendoza,"Vegaaneille soveltuva tuote","Malbec, ","Sinipunainen, täyteläinen, tanniininen, herukkainen, kirsikkahilloinen, boysenmarjainen, tummasuklainen, pippurinen, kevyen tamminen",pullo,"metallinen kierrekapseli",14.0,5.5,0,,,,80.0,vakiovalikoima,7798068480393
916674,"Terrazas de los Andes Grand Malbec 2021","Terrazas de los Andes","0.75 l",51.99,69.32,uutuus,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2021,Mendoza,,"Malbec, ","Punavioletti, täyteläinen, tanniininen, vadelmainen, kirsikkainen, yrttinen",pullo,luonnonkorkki,14.0,5.7,2,,,,80.0,tilausvalikoima,7790975197166
911007,"Terrazas de los Andes Malbec Organic 2022","Terrazas de los Andes","0.75 l",26.30,34.93,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2022,Mendoza,,"Malbec, ","Tummanpunainen, täyteläinen, tanniininen, marjainen, mausteinen, aromikas",pullo,luonnonkorkki,14.0,5.4,2,,,,80.0,tilausvalikoima,7790975003931
918364,"Trapiche Medalla Malbec 2022",Trapiche,"0.75 l",19.98,26.64,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2022,Mendoza,"Saattaa sisältää sakkaa","Malbec, ","Sinipunainen, täyteläinen, tanniininen, luumuinen, karhunvatukkainen, vaniljainen",pullo,luonnonkorkki,14.5,5.8,2,,,,80.0,tilausvalikoima,7790240092011
936057,"Trapiche Pure Black Malbec 2022","Bodegas Trapiche","0.75 l",14.98,19.84,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2022,Mendoza,,"Malbec, ","Tummanpunainen, täyteläinen, tanniininen, karhunvatukkainen, herukkainen, vadelmainen, kukkainen, mustapippurinen",pullo,"metallinen kierrekapseli",14.0,5.3,2,,,,80.0,vakiovalikoima,7790240096866
944702,"Trapiche Reserve Malbec 2023",Peñaflor,"0.75 l",12.99,17.19,,110,punaviinit,"Mehevä & Hilloinen","Ympäristövastuullinen pakkaus",,Argentiina,Mendoza,2023,Mendoza,,"Malbec, ","Sinipunainen, täyteläinen, tanniininen, luumuinen, kirsikkainen, vaniljainen",pullo,luonnonkorkki,13.5,5.3,3,,,,80.0,tilausvalikoima,7790240072808
928177,"Trivento Golden Reserve Malbec 2021",Trivento,"0.75 l",19.00,25.2,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2021,"Luján De Cuyo","Vegaaneille soveltuva tuote","Malbec, ","Tummanpunainen, täyteläinen, keskitanniininen, kypsän boysenmarjainen, tumman kirsikkainen, kevyen mokkainen, tamminen",pullo,luonnonkorkki,14.0,5.3,1,,,,80.0,tilausvalikoima,7798039590625
958502,"Ver Sacrum GSM 2021","Ver Sacrum","0.75 l",25.99,34.65,,110,punaviinit,"Marjaisa & Raikas",,,Argentiina,Mendoza,2021,"IG Los Chacayes",,"Grenache Noir, Syrah, Monastrell, ","Kirsikanpunainen, keskitäyteläinen, keskitanniininen, vadelmainen, karpaloinen, pippurinen",pullo,luonnonkorkki,13.5,6.1,4,,,,80.0,tilausvalikoima,7798322420127
456627,"Vida Orgánica Syrah 2023","La Agrícola","0.75 l",13.47,17.83,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2023,Mendoza,"Vegaaneille soveltuva tuote","Syrah, ","Tummanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, herukkainen, pippurinen, kevyen tamminen",pullo,"metallinen kierrekapseli",14.0,5.6,0,,,,80.0,vakiovalikoima,7791728247527
909613,"Zuccardi Finca Piedra Infinita 2017","Familia Zuccardi","0.75 l",169.98,226.64,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2017,"Uco Valley","Sisältää sakkaa","Malbec, ","Tummanpunainen, täyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, mausteinen",pullo,luonnonkorkki,14.5,5.5,2,,,,80.0,tilausvalikoima,7791728008289
934133,"Zuccardi Finca Piedra Infinita Supercal 2017","Familia Zuccardi","0.75 l",199.99,266.65,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2017,"Uco Valley, Mendoza","Saattaa sisältää sakkaa","Malbec, ","Tummanpunainen, täyteläinen, keskitanniininen, karhunvatukkainen, yrttinen, tumman kirsikkainen",pullo,luonnonkorkki,14.0,5.5,2,,,,80.0,tilausvalikoima,7791728238945
431567,"Zuccardi Q Cabernet Sauvignon 2014","Familia Zuccardi","0.75 l",20.99,27.85,,110,punaviinit,"Vivahteikas & Kehittynyt",,,Argentiina,Mendoza,2014,"Valle de Uco","Saattaa sisältää sakkaa","Cabernet Sauvignon, ","Tummanpunainen, täyteläinen, tanniininen, karhunvatukkainen, mustaherukkainen, kuivatun luumuinen, tamminen, paahteinen",pullo,luonnonkorkki,14.5,5.5,,,,,80.0,vakiovalikoima,7791728001082
948927,"Zuccardi Q Malbec 2022",Zuccardi,"0.75 l",23.98,31.97,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Mendoza,2022,"Valle de Uco","Saattaa sisältää sakkaa","Malbec, ","Runsaanpunainen, täyteläinen, keskitanniininen, marjainen, mausteinen",pullo,luonnonkorkki,14.0,5.3,2,,,,80.0,tilausvalikoima,7791728001075
417577,"Zuccardi Serie A Syrah 2022",Zuccardi,"0.75 l",19.21,25.48,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Mendoza,2022,"Valle de Uco",,"Syrah, ","Purppuranpunainen, täyteläinen, tanniininen, tumman kirsikkainen, boysenmarjainen, herukkainen, kaakaoinen, tamminen, lämmin",pullo,"synteettinen korkki",14.0,5.9,2,,,,80.0,erikoiserä,7791728020748
958781,"Kaiken Ultra Pinot Noir 2022",Kaiken,"0.75 l",21.99,29.32,,110,punaviinit,"Marjaisa & Raikas",,,Argentiina,Patagonia,2022,Patagonia,"Vegaaneille soveltuva tuote","Pinot Noir, ","Kirsikanpunainen, keskitäyteläinen, keskitanniininen, kirsikkainen, mausteinen, yrttinen",pullo,"metallinen kierrekapseli",13.0,7.6,2,,,,70.0,tilausvalikoima,7804303002203
478137,"Cuma Malbec Organic 2023","Bodega El Esteco","0.75 l",10.98,14.51,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,Salta,2023,,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Malbec, ","Sinipunainen, täyteläinen, keskitanniininen, kypsän karpaloinen, mustikkainen, hapankirsikkainen, boysenmarjainen, kevyen lakritsinen",pullo,"metallinen kierrekapseli",13.5,5.8,3,,,,80.0,vakiovalikoima,7790189043426
498657,"Don David Malbec Reserve 2023","Michel Torino","0.75 l",14.98,19.84,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Argentiina,Salta,2023,Cafayate,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Malbec, ","Rubiininpunainen, täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, luumuinen, kevyen mokkainen, paahteinen",pullo,luonnonkorkki,14.0,5.5,0,,,,80.0,vakiovalikoima,7790189001129
952897,"El Esteco Altimus 2015","El Esteco","0.75 l",33.99,45.32,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Salta,2015,,"Saattaa sisältää sakkaa","Cabernet Franc, Cabernet Sauvignon, Malbec, ","Tummanpunainen, erittäin täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, mausteinen",pullo,luonnonkorkki,14.5,5.6,4,,,,80.0,tilausvalikoima,7790189001716
903248,"El Esteco Chañar Punco 2015","El Esteco","0.75 l",53.98,71.97,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Salta,2015,"Valles Calchaquies","Saattaa sisältää sakkaa","Malbec, Cabernet Sauvignon, ","Tummanpunainen, erittäin täyteläinen, tanniininen, karhunvatukkainen, mausteinen, tumman kirsikkainen",pullo,luonnonkorkki,14.5,6.0,4,,,,80.0,tilausvalikoima,7790189041958
935758,"El Esteco Fair Trade Malbec 2021","Bodega El Esteco","0.75 l",18.48,24.51,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Salta,2021,"Cafayate Valley","Saattaa sisältää sakkaa","Malbec, ","Sinipunainen, täyteläinen, tanniininen, luumuinen, tumman kirsikkainen, mausteinen",pullo,"muu suljenta",14.5,5.7,3,,,,80.0,tilausvalikoima,7798136300158
940443,"El Esteco Fincas Notables Cabernet Franc 2020","Bodega El Esteco","0.75 l",32.48,43.31,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Salta,2020,"Cafayate Valley","Saattaa sisältää sakkaa","Cabernet Franc, ","Tummanpunainen, erittäin täyteläinen, erittäin tanniininen, luumuinen, karhunvatukkainen, yrttinen",pullo,luonnonkorkki,14.5,5.4,3,,,,80.0,tilausvalikoima,7790189042504
424607,"Piattelli Reserve Cabernet Sauvignon 2022",Artel,"0.75 l",18.39,24.39,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,Salta,2022,"Cafayate Valley",,"Cabernet Sauvignon, ","Runsaanpunainen, täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, karhunvatukkainen, tummasuklainen, mustapippurinen, tamminen",pullo,luonnonkorkki,14.5,5.3,1,,,,80.0,vakiovalikoima,7798124010212
459174,"Finca Las Moras Barrel Select Malbec 2023","Finca Las Moras","0.375 l",6.24,16.37,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,"San Juan",2023,"San Juan",,"Malbec, ","Tummanpunainen, täyteläinen, keskitanniininen, mustaherukkainen, kirsikkainen, vadelmainen, kevyen paahteinen",pullo,luonnonkorkki,13.5,4.9,2,,,,80.0,vakiovalikoima,7791540050275
432277,"Finca Las Moras Black Label Malbec 2021","Finca Las Moras","0.75 l",13.49,17.85,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,"San Juan",2021,"San Juan",,"Malbec, ","Tummanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, mustaherukkainen, viikunainen, suklainen, mausteinen",pullo,luonnonkorkki,14.5,6.0,0,,,,80.0,vakiovalikoima,7791540091889
498507,"Graffigna Elixio Cabernet Sauvignon 2022",FLC,"0.75 l",8.99,11.85,,110,punaviinit,"Mehevä & Hilloinen","Ympäristövastuullinen pakkaus",,Argentiina,"San Juan",2022,"San Juan",,"Cabernet Sauvignon, ","Runsaanpunainen, täyteläinen, keskitanniininen, herukkainen, kirsikkainen, karhunvatukkainen, luumuinen, mausteinen",pullo,"metallinen kierrekapseli",13.5,5.3,3,,,,80.0,vakiovalikoima,7790168904076
418387,"Los Intocables Bourbon Barrel Malbec 2022","Finca Las Moras","0.75 l",15.98,21.17,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,"San Juan",2022,"San Juan",,"Malbec, ","Tummanpunainen, täyteläinen, tanniininen, mustaherukkainen, luumuinen, mokkainen, vaniljainen, mausteinen",pullo,luonnonkorkki,13.5,5.8,3,,,,80.0,vakiovalikoima,7791540049347
950198,"Los Intocables Rum Barrel Red Blend 2022","Finca Las Moras","0.75 l",15.98,21.17,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,"San Juan",2022,,,"Merlot, Syrah, ","Runsaanpunainen, täyteläinen, tanniininen, kirsikkahilloinen, karhunvatukkainen, mansikkainen, vaniljainen, mokkainen, kevyen pippurinen",pullo,luonnonkorkki,14.0,5.8,6,,,,80.0,vakiovalikoima,7791540054037
410817,"Lunaris Malbec Syrah 2021","Bodegas Callia","0.75 l",12.10,16.0,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,"San Juan",2021,"San Juan","Vegaaneille soveltuva tuote","Malbec, Syrah, ","Runsaanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, mustaherukkainen, luumuinen, hennon minttuinen, mausteinen, kevyen tamminen",pullo,"metallinen kierrekapseli",13.0,5.5,3,,,,70.0,vakiovalikoima,7798108833264
905564,"The Wanderer Malbec","Off-Piste Wines","0.75 l",16.98,22.51,,110,punaviinit,"Mehevä & Hilloinen",,,Argentiina,"San Juan",,,"Saattaa sisältää sakkaa","Malbec, ","Tummanpunainen, täyteläinen, tanniininen, boysenmarjainen, mausteinen, vaniljainen",pullo,"metallinen kierrekapseli",13.0,5.7,12,,,,80.0,tilausvalikoima,5060152097773
495677,"Catena Zapata Malbec Argentino","Catena Zapata","0.75 l",84.89,113.19,,110,punaviinit,"Roteva & Voimakas",,,Argentiina,,,,"Saattaa sisältää sakkaa","Malbec, ","Tummanpunainen, erittäin täyteläinen, tanniininen, boysenmarjainen, tumman kirsikkainen, luumuinen, suklainen, kevyen kukkainen, mausteinen, tamminen",pullo,luonnonkorkki,14.0,5.3,5,,,,80.0,erikoiserä,7794450941145
474187,"Malma Chacra La Papay Pinot Noir 2022","Viñedos de la Patagonia","0.75 l",16.90,22.4,,110,punaviinit,"Marjaisa & Raikas",,,Argentiina,,2022,Patagonia,"Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Pinot Noir, ","Punainen, keskitäyteläinen, keskitanniininen, karhunvatukkainen, karpaloinen, metsämarjainen, mausteinen, hennon paahteinen",pullo,luonnonkorkki,12.5,6.2,1,,,,70.0,vakiovalikoima,7798348710042
933656,"Tierras de Armenia Karas 2022","Tierras de Armenia CJSC","0.75 l",33.99,45.32,,110,punaviinit,"Mehevä & Hilloinen",,,Armenia,,2022,,,"Cabernet Franc, Malbec, Syrah, Tannat, ","Punainen, täyteläinen, keskitanniininen, karhunvatukkainen, marjainen, suklainen",pullo,luonnonkorkki,13.5,4.8,,,,,80.0,tilausvalikoima,4850011862281
911106,"Yerevan Areni Karmrahyut 2020","Armenia Wine Company","0.75 l",31.05,41.4,,110,punaviinit,"Marjaisa & Raikas",,,Armenia,,2020,,,"Areni, ","Punainen, keskitäyteläinen, vähätanniininen, karpaloinen, marjainen, yrttinen",pullo,luonnonkorkki,12.5,6.0,3,,,,70.0,tilausvalikoima,4850008152234
953035,"Aussie Kangarouge A Rich Shiraz kartonkitölkki","Anora Group","1 l",10.98,10.98,,110,punaviinit,"Mehevä & Hilloinen",,,Australia,Muut,,,,"Shiraz, ","Tummanpunainen, keskitäyteläinen, keskitanniininen, kirsikkainen, kypsän karpaloinen, boysenmarjainen, neilikkainen",kartonkitölkki,muovisuljin,13.5,5.3,5,,,,80.0,vakiovalikoima,5710778001714
486607,"Caravan Durif 2020","Quarisa Wines","0.75 l",12.49,16.52,,110,punaviinit,"Mehevä & Hilloinen",,,Australia,Muut,2020,"South Eastern Australia","Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote","Petite Sirah, ","Sinipunainen, täyteläinen, keskitanniininen, karhunvatukkainen, luumuinen, kirsikkahilloinen, hennon suklainen, kevyen tamminen",pullo,"metallinen kierrekapseli",14.0,6.4,,,,,80.0,vakiovalikoima,9337739000218
473177,"Caravan Merlot 2020","Quarisa Wines","0.75 l",9.99,13.19,,110,punaviinit,"Mehevä & Hilloinen",,,Australia,Muut,2020,"South Eastern Australia","Vegaaneille soveltuva tuote","Merlot, ","Tummanpunainen, täyteläinen, keskitanniininen, karhunvatukkahilloinen, kevyen kirsikkainen, luumuinen, tummasuklainen",pullo,"metallinen kierrekapseli",13.5,5.8,4,,,,80.0,vakiovalikoima,9337739000324
427017,"Chill Out Shiraz Cabernet Sauvignon Australia 2021 kartonkitölkki","Anora Group","0.75 l",9.61,12.81,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Australia,Muut,2021,"South Eastern Australia","Vegaaneille soveltuva tuote","Cabernet Sauvignon, Shiraz, ","Tummanpunainen, keskitäyteläinen, keskitanniininen, kypsän mustaherukkainen, mustikkainen, kevyen kirsikkainen, hennon mansikkainen",kartonkitölkki,muovisuljin,14.5,5.8,6,,,,80.0,vakiovalikoima,6412703014002
436518,"Escape Shiraz Cabernet Sauvignon 2020 muovipullo","Origin Wine","1 l",12.99,12.59,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Australia,Muut,2020,"South Eastern Australia","Vegaaneille soveltuva tuote","Shiraz, Cabernet Sauvignon, ","Tummanpunainen, täyteläinen, keskitanniininen, mustaherukkainen, karhunvatukkainen, tumman kirsikkainen, kevyen vaniljainen, mausteinen",muovipullo,muovisuljin,13.5,5.6,4,,,,80.0,vakiovalikoima,6009706977467
444577,"Hardys BIN 343 Cabernet Shiraz 2021","Thomas Hardy & Sons","0.75 l",9.28,12.24,,110,punaviinit,"Mehevä & Hilloinen",,,Australia,Muut,2021,"South Eastern Australia",,"Cabernet Sauvignon, Shiraz, Ruby Cabernet, Syrah, ","Runsaanpunainen, keskitäyteläinen, keskitanniininen, mansikkahilloinen, boysenmarjainen, minttusuklainen, mokkainen",pullo,"metallinen kierrekapseli",14.0,5.3,6,,,,80.0,vakiovalikoima,9311043093302
457737,"Hardys Crest Cabernet Shiraz Merlot 2020","Thomas Hardy & Sons","0.75 l",13.36,17.68,,110,punaviinit,"Mehevä & Hilloinen",,,Australia,Muut,2020,"South Eastern Australia",,"Cabernet, Cabernet Sauvignon, Merlot, Shiraz, Syrah, ","Runsaanpunainen, täyteläinen, keskitanniininen, kirsikkahilloinen, kypsän karpaloinen, punaherukkainen, mausteinen, kevyen mokkainen",pullo,"metallinen kierrekapseli",14.0,5.6,6,,,,80.0,vakiovalikoima,9311043013584
904477,"Hope Shiraz Reserve 2022","Iconic Wines","0.75 l",12.99,17.19,,110,punaviinit,"Mehevä & Hilloinen",,,Australia,Muut,2022,"South Eastern Australia","Vegaaneille soveltuva tuote","Shiraz, ","Tummanpunainen, täyteläinen, keskitanniininen, kirsikkainen, mustikkainen, kevyen karpalohilloinen, hennon lakritsinen",pullo,"metallinen kierrekapseli",14.0,5.7,6,,,,80.0,vakiovalikoima,3332750007761
930787,"Jacob's Creek Double Barrel Cabernet Sauvignon 4th vintage","Jacob's Creek Wines","0.75 l",19.89,26.39,,110,punaviinit,"Mehevä & Hilloinen",,,Australia,Muut,,,,"Cabernet Sauvignon, ","Tummanpunainen, täyteläinen, keskitanniininen, mustaherukkainen, paprikainen, luumuinen, suklainen, paahteinen, hennon yrttinen",pullo,"metallinen kierrekapseli",14.3,5.6,3,,,,80.0,vakiovalikoima,9300727019547
911257,"Jacob's Creek Double Barrel Shiraz 2020","Jacob's Creek Wines","0.75 l",19.89,26.39,,110,punaviinit,"Mehevä & Hilloinen",,,Australia,Muut,2020,,"Myydään lahjapakkauksessa","Shiraz, ","Tummanpunainen, täyteläinen, tanniininen, mustaherukkainen, karhunvatukkainen, luumuinen, tumman kirsikkainen, lakritsinen, hennon eukalyptuksinen, tamminen",pullo,"metallinen kierrekapseli",14.5,5.9,4,,,,80.0,vakiovalikoima,9300727019578
449867,"Jacob's Creek Grenache Shiraz 2022","Jacob's Creek Wines","0.75 l",11.29,14.92,,110,punaviinit,"Mehevä & Hilloinen","Ympäristövastuullinen pakkaus",,Australia,Muut,2022,"South Eastern Australia",,"Grenache, Shiraz, ","Punainen, keskitäyteläinen, keskitanniininen, karhunvatukkainen, kypsän kirsikkainen, punaherukkainen, mausteinen",pullo,"metallinen kierrekapseli",14.5,5.1,3,,,,80.0,vakiovalikoima,9300727574213
404267,"Jacob's Creek Lighter Shiraz 2021","Jacob´s Creek Wines","0.75 l",11.85,15.67,,110,punaviinit,"Pehmeä & Hedelmäinen","Ympäristövastuullinen pakkaus",,Australia,Muut,2021,,Matala-alkoholinen,"Shiraz, ","Punainen, keskitäyteläinen, keskitanniininen, metsämarjainen, hapankirsikkainen, boysenmarjahilloinen, kevyen mausteinen",pullo,"metallinen kierrekapseli",9.5,5.9,14,,,,60.0,vakiovalikoima,9300727017871
465027,"Jacob's Creek Organic Shiraz Cabernet 2022 muovipullo","Pernod Ricard","0.75 l",11.58,15.17,,110,punaviinit,"Mehevä & Hilloinen",Luomu,,Australia,Muut,2022,,,"Cabernet Sauvignon, Shiraz, ","Punainen, keskitäyteläinen, keskitanniininen, karpaloinen, tumman kirsikkainen, herukkainen, kevyen vaniljainen, mausteinen",muovipullo,muovisuljin,13.5,5.5,3,,,,80.0,vakiovalikoima,6438324704306
006152,"Lindeman's Bin 50 Shiraz 2021","Lindeman's Wines","0.75 l",12.49,16.52,,110,punaviinit,"Mehevä & Hilloinen","Ympäristövastuullinen pakkaus",,Australia,Muut,2021,"South Eastern Australia",,"Shiraz, ","Runsaanpunainen, täyteläinen, keskitanniininen, mustikkainen, karhunvatukkainen, hapankirsikkainen, vaniljainen",pullo,"metallinen kierrekapseli",14.0,5.2,6,,,,80.0,vakiovalikoima,9311218119509
904007,"Nugan Alfredo Dried Grape Shiraz 2020","Nugan Estate","0.75 l",21.99,29.19,,110,punaviinit,"Mehevä & Hilloinen",,,Australia,Muut,2020,"South Eastern Australia","Saattaa sisältää sakkaa","Shiraz, ","Tummanpunainen, täyteläinen, tanniininen, karhunvatukkahilloinen, kirsikkainen, vadelmainen, kevyen rosmariininen, hennon eukalyptuksinen",pullo,"metallinen kierrekapseli",14.5,6.3,10,,,,80.0,vakiovalikoima,9329056002464
924037,"Nugan Alfredo Passo Appassimento 2021","Nugan Estate","0.75 l",13.99,18.52,,110,punaviinit,"Mehevä & Hilloinen",,,Australia,Muut,2021,"South Eastern Australia","Vegaaneille soveltuva tuote","Syrah, ","Tummanpunainen, täyteläinen, keskitanniininen, kirsikkahilloinen, herukkainen, kevyen suklainen, eukalyptuksinen",pullo,"metallinen kierrekapseli",14.0,6.0,14,,,,80.0,vakiovalikoima,9329056003133
932057,"Nugan Alfredo Second Pass Shiraz 2022","Nugan Estate","0.75 l",14.98,19.84,,110,punaviinit,"Mehevä & Hilloinen",,,Australia,Muut,2022,"South Eastern Australia","Vegaaneille soveltuva tuote","Shiraz, ","Tummanpunainen, täyteläinen, keskitanniininen, karhunvatukkainen, kypsän mustaherukkainen, suklainen, kevyen neilikkainen, vaniljainen, mausteinen",pullo,"metallinen kierrekapseli",14.5,5.5,8,,,,80.0,vakiovalikoima,9329056002471
438238,"Passento kartonkitölkki",Hartwall,"1 l",10.98,10.98,,110,punaviinit,"Mehevä & Hilloinen",,,Australia,Muut,,,,"Petit Verdot, Cabernet Sauvignon, ","Sinipunainen, täyteläinen, keskitanniininen, kirsikkainen, kypsän mansikkainen, mausteinen",kartonkitölkki,muovisuljin,13.0,5.7,5,,,,80.0,vakiovalikoima,6430037251023
936515,"Pete's Pure Pinot Noir 2021","Duxton Vineyards","0.75 l",14.69,19.45,,110,punaviinit,"Marjaisa & Raikas","Ympäristövastuullinen pakkaus",,Australia,Muut,2021,"Murray Darling",,"Pinot Noir, ","Rubiininpunainen, keskitäyteläinen, keskitanniininen, karpaloinen, vadelmainen, mausteinen",pullo,"metallinen kierrekapseli",13.0,5.5,6,,,,80.0,tilausvalikoima,9352420000193
410948,"Pirkko Shiraz 2022 kartonkitölkki","Astra Wines","1 l",10.98,10.98,,110,punaviinit,"Mehevä & Hilloinen","Vegaaneille soveltuva tuote",,Australia,Muut,2022,"South Eastern Australia","Vegaaneille soveltuva tuote","Durif, Shiraz, ","Tummanpunainen, täyteläinen, keskitanniininen, herukkainen, luumuinen, karhunvatukkainen, mausteinen",kartonkitölkki,muovisuljin,13.5,5.7,2,,,,80.0,vakiovalikoima,6429990000113
